.	$.	.
Klein	ADJD	klein
,	$,	,
kugelrund	ADJD	kugelrund
,	$,	,
freundlich	ADJD	freundlich
.	$.	.
Vollmondsgesicht	NN	Vollmondsgesicht
,	$,	,
glattrasiert	VVPP	glattrasieren
.	$.	.
Sammetjoppe	NN	Sammetjoppe
,	$,	,
Pelzkappe	NN	Pelzkappe
,	$,	,
Wollschal	NN	Wollschal
.	$.	.
Sachteken	NN	Sachteken
!	$.	!
Sachteken	NN	Sachteken
!	$.	!
ALBERT	NE	Albert
hat	VAFIN	haben
sich	PRF	sich
den	ART	die
Stock	NN	Stock
schnell	ADJD	schnell
unter	APPR	unter
den	ART	die
Arm	NN	Arm
geklemmt	VVPP	klemmen
und	KON	und
sich	PRF	sich
den	ART	die
Kneifer	NN	Kneifer
aufgesetzt	VVPP	aufsetzen
,	$,	,
affektiert	ADJD	affektiert
.	$.	.
Ah	ITJ	ah
,	$,	,
gut'n	ADJA	gut'n
Abend	NN	Abend
,	$,	,
Herr	NN	Herr
Kopelke	NN	Kopelke
!	$.	!
KOPELKE	NE	KOPELKE
.	$.	.
'	$(	'
n	ADJA	n
Abend	NN	Abend
!	$.	!
'	$(	'
n	ADJA	n
Abend	NN	Abend
,	$,	,
junger	ADJA	jung
Herr	NN	Herr
!	$.	!
Reicht	VVFIN	reichen
Frau	NN	Frau
Selicke	NN	Selicke
die	ART	die
Hand	NN	Hand
.	$.	.
'	$(	'
n	ADJA	n
Abend	NN	Abend
!	$.	!
Nach	APPR	nach
dem	ART	die
Bett	NN	Bett
hin	PTKVZ	hin
.	$.	.
Na	ITJ	na
?	$.	?
Und	KON	und
meene	ADJA	meene
kleene	ADJA	kleene
Patientin	NN	Patientin
?	$.	?
Ick	ADJD	Ick
muß	VMFIN	müssen
doch	ADV	doch
mal	ADV	mal
sehn	VVIMP	sehnen
kommen	VVINF	kommen
?	$.	?
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
weinerlich	ADJD	weinerlich
.	$.	.
Ach	ITJ	ach
Gott	NN	Gott
ja	ADV	ja
!	$.	!
Na	ITJ	na
,	$,	,
ich	PPER	ich
kann	VMFIN	können
wohl	ADV	wohl
schon	ADV	schon
sagen	VVINF	sagen
!	$.	!
KOPELKE	NN	KOPELKE
sie	PPER	sie
beruhigend	ADJD	beruhigend
.	$.	.
Ach	ITJ	ach
wat	NE	wat
,	$,	,
wissen	VVFIN	wissen
Se	NE	<UNKNOWN>
!	$.	!
